"ncbi_gene_id","LUAD_fdr_adjusted_p_value","LUAD_cancer_sample_med","LUAD_normal_sample_med","LUAD_log2_fold_change","LUAD_p_value","gene_symbol"
57631,6.1839e-17,1.579,5.626,-1.83309838145446,2.72588171083861e-16,"LRCH2"
101928287,1e-20,3.241,1,1.69643902065575,5.48805712878601e-20,"LINC01285"
101928969,5.0586e-12,1.378,10.1,-2.87370749982223,1.65019054742389e-11,"RHOXF1-AS1"
90161,1e-20,20.193,1.428,3.82178737802742,5.48805712878601e-20,"HS6ST2"
2719,1.9764e-18,17.709,150.329,-3.08556869398359,9.50950492227979e-18,"GPC3"
2273,1e-20,22.029,375.792,-4.09245844353653,5.48805712878601e-20,"FHL1"
9459,1e-20,11.858,34.242,-1.5299062670078,5.48805712878601e-20,"ARHGEF6"
3149,1e-20,135.968,15.254,3.15600764389341,5.48805712878601e-20,"HMGB3"
5365,1e-20,5.406,1,2.43456151187261,5.48805712878601e-20,"PLXNB3"
26576,1e-20,4.606,1,2.20351441113076,5.48805712878601e-20,"SRPK3"
554,2.8043e-13,1,3.462,-1.79160572470455,9.97755972222222e-13,"AVPR2"
2157,1.6228e-11,4.963,17.232,-1.79580579524709,5.12285320113314e-11,"F8"
